Stone,Column,Order,PID,Name,M/F,Birth date,Year of departure,Age at departure,Death date,Notes,Pioneer Database Link
14,Left,8,KWVP-VGQ,"Oliver, Elizabeth",F,1849-07-31,1866,16,19 August 1866,,https://history.churchofjesuschrist.org/chd/individual/elizabeth-oliver-1849
13,Left,33,KWVS-4ZJ,"Olivier, Neeltje",M,1862-10-21,1864,1,July 1864,,https://history.churchofjesuschrist.org/chd/individual/neeltje-olivier-1862
13,Left,34,L9P6-PZP,"Ollerton, NN",,1864-10-01,1864,Infant,1 October 1864,,https://history.churchofjesuschrist.org/chd/individual/baby-ollerton-1864
16,Center,1,KX4P-GXR,"Olsen, Ane Christine",F,1859-06-02,1868,9,29 August 1868,,https://history.churchofjesuschrist.org/chd/individual/ane-christine-oleson-1859
13,Right,52,KWVP-GD2,"Olsen, Anne Marie",F,1861-03-29,1863,2,31 July 1863,,https://history.churchofjesuschrist.org/chd/individual/anne-marie-olsen-1861
14,Left,9,KWVP-CR5,"Olsen, Carl",M,1865-03-30,1866,Infant,1866,,https://history.churchofjesuschrist.org/chd/individual/carl-olsen-1865
14,Left,10,KPHL-D5Q,"Olsen, Severin",M,1854-06-03,1866,12,12 August 1866,,https://history.churchofjesuschrist.org/chd/individual/severin-olsen-1854
15,Right,17,KWV9-F6N,"Olsen, Trine",F,1866-08-26,1867,Infant,12 August 1867,May not have died on trail. May have died earlier.,https://history.churchofjesuschrist.org/chd/individual/trine-olsen-1866
4,Right,44,KWVL-QQQ,"Openshaw, John Thomas",M,1848-11-23,1853,4,3 October 1853,,https://history.churchofjesuschrist.org/chd/individual/john-thomas-openshaw-1848
13,Left,50,K2QF-3FQ,"Orgill, Mary",F,1864-12-16,1865,Infant,29 July 1865,,https://history.churchofjesuschrist.org/chd/individual/mary-orgill-1864
13,Right,53,KWVG-5HJ,"Orme, Elijah",M,1859-01-10,1863,4,September 1863,,https://history.churchofjesuschrist.org/chd/individual/elijah-orme-1859
13,Right,54,KWJH-975,"Orme, Eliza",F,1863-03-19,1863,Infant,28 August 1863,,https://history.churchofjesuschrist.org/chd/individual/eliza-orme-1863
13,Right,55,LLMY-2KP,"Orme, George",M,1854-12-05,1863,8,September 1863,,https://history.churchofjesuschrist.org/chd/individual/george-orme-1854
13,Right,56,KWVG-54T,"Orme, Samuel",M,1861-06-01,1863,1,28 September 1863,,https://history.churchofjesuschrist.org/chd/individual/samuel-orme-1861
2,Center,3,KWVZ-4Q5,"Orton, Thomas A.",M,About 1850,1851,1,10 July 1851,,https://history.churchofjesuschrist.org/chd/individual/thomas-a-orton-1850
3,Left ,1,M27C-ZR7,"Osborn, NN",,July 1852,1852,Infant,July 1852,,https://history.churchofjesuschrist.org/chd/individual/child-osborn-1852
7,Left ,5,KWVS-1BX,"Osborne, Daniel ",M,About 1848,1856,7,19 October 1856,,https://history.churchofjesuschrist.org/chd/individual/daniel-osborne-1848
16,Center,2,KWV7-Y1T,"Oswald, Charlotte Audrey Payne",F,1867-02-11,1868,1,1 September 1868,,https://history.churchofjesuschrist.org/chd/individual/charlotte-audrey-payne-oswald-1867
5,Left,5,K622-R31,"Ottesen, Birgethe",F,1837-08-06,1855,17,15 June 1855,,https://history.churchofjesuschrist.org/chd/individual/birgethe-ottesen-1837
11,Left,11,K8J9-QFR,"Owen, Joseph Hyrum",M,1861-07-12,1862,1,7 October 1862,,https://history.churchofjesuschrist.org/chd/individual/joseph-hyrum-owen-1861
11,Left,12,KNKM-9CZ,"Palmer, Elmer Edward Ellsworth",M,1861-05-24,1862,1,11 October 1862,,https://history.churchofjesuschrist.org/chd/individual/elmer-edward-ellsworth-palmer-1861
7,Left ,6,MQG4-VPN,"Parkinson, Esther",F,1854-04-09,1856,2,1856,,https://history.churchofjesuschrist.org/chd/individual/esther-parkinson-1854
7,Left ,7,KWJC-HRC,"Parkinson, Joseph",M,1840-06-15,1856,16,1856,,https://history.churchofjesuschrist.org/chd/individual/joseph-parkinson-1840
7,Left ,8,K2HQ-QSM,"Pay, Marinda Nancy",F,1856-07-10,1856,Infant,4 October 1856,,https://history.churchofjesuschrist.org/chd/individual/marinda-nancy-pay-1856
13,Left,35,KWJ1-5Q9,"Payne, Thomas",M,1862-04-10,1864,2,22 August 1864,,https://history.churchofjesuschrist.org/chd/individual/thomas-payne-1862
3,Left ,2,LCR9-KJJ,"Pearce, Nancy Clark",F,1842-12-12,1852,9,21 July 1852,,https://history.churchofjesuschrist.org/chd/individual/nancy-clark-pearce-1842
3,Left ,3,L2T8-2T4,"Peck, Henry",M,1837-01-01,1852,15,13 July 1852,May not have died on trail. May have died before trek began. Death date not confirmed. Concern on FamilySearch that the death date may be incorrect. Henry is not listed among the company dead on the report dated September 1852.,https://history.churchofjesuschrist.org/chd/individual/henry-peck-1837
14,Left,11,LLMY-77Y,"Pedersen, Bine",F,1857-05-27,1866,9,21 September 1866,,https://history.churchofjesuschrist.org/chd/individual/bine-pedersen-1857
13,Right,57,K2TJ-Q87,"Pedersen, Caroline Maria",F,1862-08-23,1863,Infant,2 July 1863,,https://history.churchofjesuschrist.org/chd/individual/caroline-maria-pedersen-1862
10,Right,23,KWVL-Z28,"Pedersen, Hannie Lovise",F,1856-12-07,1861,4,1861,,https://history.churchofjesuschrist.org/chd/individual/hanne-lovise-pedersen-1856
14,Left,12,KWVL-VZR,"Pedersen, Ida",F,1865-01-22,1866,1,12 September 1866,,https://history.churchofjesuschrist.org/chd/individual/ida-pedersen-1865
14,Left,13,KWVL-VZF,"Pedersen, Peter",M,1862-05-27,1866,4,6 September 1866,,https://history.churchofjesuschrist.org/chd/individual/peter-pedersen-1862
9,Center,23,LTNR-L9V,"Petersen, Anthon",M,,,,,"DID NOT DIE EN ROUTE. He died while crossing the ocean. His brother, Niels Peter Pedersen, died on the trail. Anthon is not represented in the database. ",Not in BioDB
14,Left,14,LLMF-18J,"Petersen, Parley Pratt",M,1864-06-02,1866,2,18 August 1866,,https://history.churchofjesuschrist.org/chd/individual/parley-pratt-petersen-1864
14,Left,15,LHSW-P3W,"Peterson, Augustina Wilhelmina Albertina",F,1866-01-10,1866,Infant,14 August 1866,,https://history.churchofjesuschrist.org/chd/individual/augustina-wilhelmina-albertina-peterson-1866
13,Right,58,KWVL-15K,"Peterson, Ida Christine",F,1862-06-25,1863,1,July 1863,,https://history.churchofjesuschrist.org/chd/individual/ida-christine-peterson-1862
11,Left,13,KWVG-1CT,"Peterson, Mette Marie",F,1856-03-31,1862,6,31 August 1862,,https://history.churchofjesuschrist.org/chd/individual/mette-marie-peterson-1856
13,Right,59,M8XH-326,"Peterson, Nicoline Johanna",F,1863-01-01,1863,Infant,1863,,https://history.churchofjesuschrist.org/chd/individual/nicoline-johana-peterson-1863
1,Left,15,LX49-BWB,"Petty, Llewellyn Emery",M,1850-01-01,1850,Infant,18 July 1850,,https://history.churchofjesuschrist.org/chd/individual/llewellyn-emery-petty-1850
5,Left,6,KL23-FFM,"Phillips, Francis Helen",F,1847-02-14,1855,8,23 June 1855,,https://history.churchofjesuschrist.org/chd/individual/francis-helen-phillips-1847
5,Left,7,K2XK-H1P,"Phillips, Hugh Gordon",M,1850-08-09,1855,4,23 June 1855,,https://history.churchofjesuschrist.org/chd/individual/hugh-gordon-phillips-1850
13,Left,36,KWVZ-CLQ,"Phillips, Mary Ann",F,1862-05-22,1864,1,22 September 1864,,https://history.churchofjesuschrist.org/chd/individual/mary-ann-phillips-1862
1,Left,16,KWVQ-WHY,"Pierson, Charles Daniel",M,1849-08-04,1850,Infant,22 June 1850,,https://history.churchofjesuschrist.org/chd/individual/charles-daniel-pierson-1849
4,Right,45,KV2B-48N,"Piggott, Rowena Allen",F,1848-10-29,1853,3,7 June 1853,,https://history.churchofjesuschrist.org/chd/individual/rowena-allen-piggott-1848
4,Left,17,96NC-FZS,"Pinney, Margaret",F,1850-01-01,1854,4,July 1854,"In FamilySearch under the name ""Marian Pinney."" ",https://history.churchofjesuschrist.org/chd/individual/margaret-pinney-1850
14,Left,16,KWVG-RG3,"Plowman, Inger Kathrine",F,1866-02-27,1866,Infant,August 1866,,https://history.churchofjesuschrist.org/chd/individual/inger-kathrine-plowman-1866
3,Left ,4,G7P1-8G6,"Pond, Amelia Jane",F,1852-07-24,1852,Infant,24 July 1852,"Her surname is ""Ninde"" not ""Pond.""",https://history.churchofjesuschrist.org/chd/individual/amelia-jane-ninde-1852
5,Left,8,KWVG-FN9,"Poulsen, Morten",M,1854-01-27,1855,1,4 July 1855,,https://history.churchofjesuschrist.org/chd/individual/morten-poulsen-1854
16,Center,3,L6WS-5CQ,"Powell, James",M,1851-01-31,1868,17,30 July 1868,,https://history.churchofjesuschrist.org/chd/individual/james-powell-1851
7,Left ,9,KWVQ-862,"Preator, Loran Isabella",F,1854-01-12,1856,2,15 June 1856,,https://history.churchofjesuschrist.org/chd/individual/loran-isabella-preator-1854
3,Left ,5,K845-YWM,"Presley, Joseph Smith",M,March 1839,1852,13,16 July 1852,,https://history.churchofjesuschrist.org/chd/individual/joseph-smith-presley-1839
7,Left ,10,KWVG-ZZM,"Price, Elizabeth Edwards",F,1856-10-30,1856,Infant,30 October 1856,,https://history.churchofjesuschrist.org/chd/individual/elizabeth-edwards-price-1856
13,Left,37,KWJH-7TW,"Price, James William",M,1863-02-12,1864,1,24 July 1864,,https://history.churchofjesuschrist.org/chd/individual/james-william-price-1863
1,Left,17,G7RK-KSS,"Price, NN",,About 1848,1850,2,12 July 1850,,https://history.churchofjesuschrist.org/chd/individual/child-price-1848
11,Left,14,L21K-BXJ,"Priest, Martha Ann",F,1861-05-28,1862,1,6 September 1862,,https://history.churchofjesuschrist.org/chd/individual/martha-ann-priest-1861
4,Left,18,KWVP-HK1,"Proctor, Mary",F,1852-11-22,1854,1,2 July 1854,,https://history.churchofjesuschrist.org/chd/individual/mary-proctor-1852
1,Left,18,LWJT-2Q1,"Radford, Catherine Elizabeth",F,1848-12-10,1850,1,25 June 1850,,https://history.churchofjesuschrist.org/chd/individual/catherine-elizabeth-radford-1848
7,Left ,11,KWJ4-PF7,"Ramsay, Joseph Smith",M,1854-11-16,1856,1,27 June 1856,,https://history.churchofjesuschrist.org/chd/individual/john-smith-ramsay-1854
9,Center,8,24MV-8Y4,"Rasmussen, Jens Peter",M,1850-04-01,1859,9,1859,,https://history.churchofjesuschrist.org/chd/individual/jens-peter-rasmussen-1850
8,Center,16,L7GQ-KF5,"Rasmussen, Ramina Matilda",F,1845-12-13,1857,11,September 1857,,https://history.churchofjesuschrist.org/chd/individual/rasmina-matilda-rasmussen-1845
8,Center,17,LH1L-JSY,"Rasmussen, Rasmus",M,1848-01-09,1857,9,10 August 1857,,https://history.churchofjesuschrist.org/chd/individual/rasmus-rasmussen-1848
3,Left ,6,G7R2-G5B,"Read, Walter",M,About 1841,1852,11,9 July 1852,,https://history.churchofjesuschrist.org/chd/individual/walter-read-1841
1,Left,19,KN7J-3JQ,"Redfield, Adelaide Sophia",F,1843-12-18,1850,6,15 June 1850,,https://history.churchofjesuschrist.org/chd/individual/adelaide-sophia-redfield-1843
10,Right,24,KWJW-WMV,"Reed, Frances Ann",F,1855-08-26,1861,5,20 August 1861,,https://history.churchofjesuschrist.org/chd/individual/frances-ann-reed-1855
7,Left ,12,KWVP-J3B,"Reeder, Caroline",F,1839-09-24,1856,16,15 October 1856,,https://history.churchofjesuschrist.org/chd/individual/caroline-reeder-1839
3,Left ,7,KNX4-JPM,"Reeves, William Moroni",M,About 1852,1852,Infant,About 1852,,https://history.churchofjesuschrist.org/chd/individual/william-moroni-reeves-1852
8,Center,18,KN8N-SBQ,"Rich, Tunis Harriet",F,1855-03-28,1857,2,21 May 1857,,https://history.churchofjesuschrist.org/chd/individual/tunis-harriet-rich-1855
7,Left ,13,G754-18V,"Richardson, NN",F,1856-07-14,1856,Infant,15 July 1856,,https://history.churchofjesuschrist.org/chd/individual/infant-richardson-1856
4,Left,19,LLQX-X6T,"Richins, Hannah Louisa",F,1852-09-09,1854,2,18 August 1854,,https://history.churchofjesuschrist.org/chd/individual/hannah-louisa-richins-1852
11,Left,15,KWJD-PLL,"Roberts, Thomas",M,1860-02-04,1862,2,29 September 1862,,https://history.churchofjesuschrist.org/chd/individual/thomas-roberts-1860
3,Left ,8,GSF6-C5F,"Robinson, Violetta P.",F,After 1850,1852,2,24 July 1852,,https://history.churchofjesuschrist.org/chd/individual/violetta-p-robinson-1850
9,Center,24,KWVP-GHB,"Robison, David Cannon",M,1858-09-17,1860,1,22 August 1860,,https://history.churchofjesuschrist.org/chd/individual/david-cannon-robison-1858
7,Left ,14,KWJ4-XTK,"Rochon, Jean Michel",M,About 1855,1856,1,About 1856,May not have died on trail. Death date is not confirmed. May have died after reaching Utah. ,https://history.churchofjesuschrist.org/chd/individual/jean-michel-rochon-1855
8,Center,19,G7RW-YN4,"Rollins, NN",,1857-01-01,1857,Infant,1857,,https://history.churchofjesuschrist.org/chd/individual/baby-rollins-1857
16,Center,5,K2H8-6D7,"Rose, John Adalf",M,1863-11-27,1868,4,18 August 1868,,https://history.churchofjesuschrist.org/chd/individual/john-adalf-rose-1863
16,Center,4,K2H8-WSF,"Rose, Charles Oscar",M,1866-12-12,1868,1,5 August 1868,,https://history.churchofjesuschrist.org/chd/individual/charles-oscar-rose-1866
10,Right,25,KWVQ-87T,"Rose, Marius",M,1858-12-11,1861,2,About July 1861,,https://history.churchofjesuschrist.org/chd/individual/marius-rose-1858
14,Left,17,KWVR-5HS,"Rozsa, Frank Loader",M,1862-09-19,1866,3,20 October 1866,,https://history.churchofjesuschrist.org/chd/individual/frank-loader-rozsa-1862
10,Right,26,KJWL-PCX,"Russell, Robert",M,1854-01-01,1861,7,1861,,https://history.churchofjesuschrist.org/chd/individual/robert-russell-1854
1,Left,20,KWV5-Q6W,"Rust, Horace Bradley",M,1836-09-06,1850,13,26 June 1850,,https://history.churchofjesuschrist.org/chd/individual/horace-bradley-rust-1836
13,Right,60,2CBB-85M,"Ryan, Kittie Bell",F,1861-09-18,1863,1,3 September 1863,,https://history.churchofjesuschrist.org/chd/individual/kittie-bell-ryan-1861
9,Center,25,K4JV-43B,"Sandall, Lucy",F,1858-07-16,1860,2,16 July 1860,,https://history.churchofjesuschrist.org/chd/individual/lucy-sandall-1858
15,Right,18,KWVG-PXY,"Sandersen, Edel Marie",F,1850-11-02,1867,16,20 Septmeber 1867,,https://history.churchofjesuschrist.org/chd/individual/edel-marie-sandersen-1850
14,Left,18,L8TK-7W1,"Sandersen, Niels Jakob",M,1857-05-20,1866,9,19 August 1866,,https://history.churchofjesuschrist.org/chd/individual/niels-jakob-sandersen-1857
16,Center,6,KWVG-T76,"Sandin, Ida Johannah",F,1865-04-07,1868,2,27 August 1868,,https://history.churchofjesuschrist.org/chd/individual/ida-johannah-sandin-1865
16,Center,7,KWVG-T7P,"Sandin, John Ludvig",M,1867-03-10,1868,Infant,14 August 1868,,https://history.churchofjesuschrist.org/chd/individual/john-ludvig-sandin-1867
1,Left,21,KJZS-5CK,"Sargent, Thomas",M,1837-10-23,1850,12,24 June 1850,,https://history.churchofjesuschrist.org/chd/individual/thomas-sargent-1837
4,Left,20,LY1N-M9P,"Sharples, Ann",F,About 1853,1854,1,1854,"In FamilySearch as ""Hannah Sharples.""",https://history.churchofjesuschrist.org/chd/individual/ann-sharples-1853
7,Left ,15,KWVZ-XPW,"Sheen, Emma",F,1854-06-02,1856,2,26 June 1856,,https://history.churchofjesuschrist.org/chd/individual/emma-sheen-1854
7,Left ,16,LLQN-SSL,"Sheen, Sidney",M,1856-04-17,1856,Infant,24 June 1856,,https://history.churchofjesuschrist.org/chd/individual/sidney-sheen-1856
4,Left,21,KHX6-HRN,"Shelton, Charles Edwin",M,1848-08-28,1854,5,June 1854,,https://history.churchofjesuschrist.org/chd/individual/charles-edwin-shelton-1848
4,Left,22,K4NT-72W,"Shelton, Evelina",F,1847-04-18,1854,7,29 June 1854,,https://history.churchofjesuschrist.org/chd/individual/evelina-shelton-1847
4,Left,23,KC4G-29S,"Shelton, William S. ",M,1852-11-01,1854,1,1854,,https://history.churchofjesuschrist.org/chd/individual/william-slauson-shelton-1852
11,Left,16,LLMV-741,"Sheppard, Eliza",F,1861-08-07,1862,Infant,1862,May not have died on trail. Date of death is not confirmed.,https://history.churchofjesuschrist.org/chd/individual/eliza-sheppard-1861
9,Center,26,K2HD-B84,"Shirley, Harriet Martha",F,1859-12-13,1860,Infant,27 July 1860,,https://history.churchofjesuschrist.org/chd/individual/harriet-martha-shirley-1859
1,Right,36,LCTT-D1S,"Shockley, Elijah Horace ",M,1846-11-08,1847,Infant,15 July 1847,,https://history.churchofjesuschrist.org/chd/individual/elijah-h-shockley-1846
5,Left,9,KWVR-TZ4,"Simmons, Walter",M,1855-08-08,1855,Infant,8 August 1855,,https://history.churchofjesuschrist.org/chd/individual/walter-simmons-1855
13,Left,38,KWVZ-38G,"Singleton, Leopold",M,1861-11-03,1864,2,12 October 1864,,https://history.churchofjesuschrist.org/chd/individual/leopold-singleton-1861
13,Left,39,KLVK-R27,"Slade, Charles",M,1864-05-19,1864,Infant,1 October 1864,,https://history.churchofjesuschrist.org/chd/individual/charles-slade-1864
13,Left,40,K8W3-9NQ,"Slade, Edward",M,1862-09-24,1864,1,18 October 1864,,https://history.churchofjesuschrist.org/chd/individual/edward-slade-1862
11,Left,17,L7JF-WHR,"Smith, Annie Riley",F,About 1862,1862,Infant,4 August 1862,,https://history.churchofjesuschrist.org/chd/individual/annie-riley-smith-1862
3,Left ,9,KWVP-N79,"Smith, Eliza",F,1850-03-09,1852,2,10 June 1852,,https://history.churchofjesuschrist.org/chd/individual/eliza-smith-1850
11,Left,18,2671-GR6,"Smith, George Thomas",M,About 1856,1862,6,12 August 1862,,https://history.churchofjesuschrist.org/chd/individual/george-thomas-smith-1856
3,Left ,10,LHPK-CV9,"Smith, Mary Frances",F,1842-04-22,1852,10,29 July 1852,,https://history.churchofjesuschrist.org/chd/individual/mary-frances-smith-1842
1,Left,22,G7RK-C88,"Smith, NN",,Unknown,1850,34,27 June 1850,,https://history.churchofjesuschrist.org/chd/individual/child-smith
1,Left,23,KWVZ-1TF,"Smith, Rhoda Lucene",F,1848-02-06,1850,2,28 June 1850,,https://history.churchofjesuschrist.org/chd/individual/rhoda-lucene-smith-1848
13,Left,41,KWVC-9T9,"Smith, Zilah M. ",F,1848-09-26,1864,14,5 September 1864,,https://history.churchofjesuschrist.org/chd/individual/zillah-may-smith-1848
4,Left,24,KWJD-MHH,"Snowball, Anna Elisa",F,1837-09-04,1854,16,14 July 1854,,https://history.churchofjesuschrist.org/chd/individual/anne-elisa-snowball-1837
8,Center,20,KG1S-5G2,"Sorensen, Iowa",F,1857-06-22,1857,Infant,29 June 1857,,https://history.churchofjesuschrist.org/chd/individual/iowa-sorensen-1857
16,Center,8,KWV3-2VS,"Sorensen, Maren Sophie",F,1852-05-13,1868,15,October 1868,,https://history.churchofjesuschrist.org/chd/individual/sophia-sorensen-1852
1,Left,24,LVG8-CSM,"Spafford, Horace ",M,1847-01-01,1850,3,June 1850,,https://history.churchofjesuschrist.org/chd/individual/horace-spafford-1847
1,Left,25,KN6V-KS6,"Spafford, Minerva ",F,1835-01-01,1850,15,June 1850,,https://history.churchofjesuschrist.org/chd/individual/minerva-spafford-1835
1,Left,26,LZFP-52T,"Spafford, Moroni",M,About 1849,1850,1,June 1850,,https://history.churchofjesuschrist.org/chd/individual/moroni-spafford-1849
1,Left,27,KN65-C1X,"Spafford, Rhoda Ann",F,1838-01-01,1850,12,June 1850,,https://history.churchofjesuschrist.org/chd/individual/rhoda-ann-spafford-1838
13,Left,42,KLX2-JK5,"Spens, William Burnhope",M,1864-05-07,1864,Infant,4 September 1864,,https://history.churchofjesuschrist.org/chd/individual/william-burnhope-spens-1864
4,Right,46,KWJX-LD9,"Squires, Richard Fell",M,1848-05-27,1853,5,12 September 1853,,https://history.churchofjesuschrist.org/chd/individual/richard-fell-squires-1848
10,Right,27,KWVP-ZKD,"Stanford, Joseph",M,April 1860,1861,1,4 September 1861,,https://history.churchofjesuschrist.org/chd/individual/joseph-stanford-1860
9,Center,27,KWJH-PZM,"Stanworth, Elizabeth Ann Nutter",F,1860-02-03,1860,Infant,10 August 1860,,https://history.churchofjesuschrist.org/chd/individual/elizabeth-ann-nutter-stanworth-1860
11,Left,19,KC1L-PMY,"Statham, Mary Elizabeth",F,1859-10-28,1862,2,28 August 1862,,https://history.churchofjesuschrist.org/chd/individual/mary-elizabeth-statham-1859
5,Left,10,9NCL-CP9,"Stevenson, NN",M,1855-09-21,1855,Infant,21 September 1855,His name was Joseph. ,https://history.churchofjesuschrist.org/chd/individual/joseph-stevenson-1855
3,Left ,11,KWV5-5MT,"Stewart, Charles Echo",M,1852-09-27,1852,Infant,1 October 1852,,https://history.churchofjesuschrist.org/chd/individual/charles-echo-stewart-1852
7,Right,17,K2HN-WG8,"Stewart, Elizabeth ",F,1856-10-23,1856,Infant,26 October 1856,,https://history.churchofjesuschrist.org/chd/individual/elizabeth-stewart-1856
7,Right,18,L78Y-BNP,"Stimpson, NN",M,1856-01-01,1856,Infant,1856,,https://history.churchofjesuschrist.org/chd/individual/child-stimpson-1856
7,Right,19,K89S-BBJ,"Stimpson, William B. ",F,1854-12-01,1856,1,26 September 1856,,https://history.churchofjesuschrist.org/chd/individual/william-b-stimpson-1854
13,Right,61,LC37-SRM,"Stuart, Elizabeth Nelson",F,1848-02-05,1863,15,About 1863,May not have died en route. Have not found sources confirming her date of death. May have died after reaching Utah.,https://history.churchofjesuschrist.org/chd/individual/elizabeth-nelson-stuart-1848
14,Left,19,KWVQ-SLB,"Swensen, Tomina Elizabeth",F,1866-09-03,1866,Infant,24 September 1866,,https://history.churchofjesuschrist.org/chd/individual/tomina-elizabeth-swensen-1866
1,Right,46,K2H5-92K,"Tanner, Sidney C.",M,1842-03-06,1848,6,26 July 1848,,https://history.churchofjesuschrist.org/chd/individual/sidney-c-tanner-1842
14,Left,20,2MK8-1S4,"Taylor, Daniel Arkwright",M,1866-06-25,1866,Infant,4 August 1866,,https://history.churchofjesuschrist.org/chd/individual/daniel-arkwright-taylor-1866
7,Right,20,M9PG-C1M,"Taylor, James Phillip",M,1839-10-13,1856,16,29 August 1856,,Not in BioDB
13,Right,62,KWJX-5PB,"Taylor, Mary Annemma",F,1860-05-13,1863,2,July 1863,,https://history.churchofjesuschrist.org/chd/individual/mary-annemma-taylor-1860
13,Right,63,KWVG-JLY,"Taylor, Parley George",M,1862-08-14,1863,Infant,July 1863,,https://history.churchofjesuschrist.org/chd/individual/parley-george-taylor-1862
14,Left,21,2MK8-1SQ,"Taylor, Richard",M,1862-01-10,1866,4,30 July 1866,,https://history.churchofjesuschrist.org/chd/individual/richard-taylor-1862
4,Right,47,KWVG-JSK,"Thirkell, Mary Agnes",F,1847-04-28,1853,6,11 August 1853,,https://history.churchofjesuschrist.org/chd/individual/mary-agnes-thirkell-1847
4,Right,48,KWVG-J3C,"Thirkell, Rebecca",F,1852-08-28,1853,Infant,4 August 1853,,https://history.churchofjesuschrist.org/chd/individual/rebecca-thirkell-1852
3,Right,22,LZG5-5BP,"Thomas, Edmond",M,1843-01-01,1852,9,1852,,https://history.churchofjesuschrist.org/chd/individual/thomas-edmond-1843
16,Center,9,KWVZ-6NS,"Thomas, Elizabeth",F,1863-02-15,1868,4,1868,,https://history.churchofjesuschrist.org/chd/individual/elizabeth-thomas-1863
10,Right,28,LLMV-DPP,"Thomas, Sarah",F,1848-09-15,1861,12,2 August 1861,,https://history.churchofjesuschrist.org/chd/individual/sarah-thomas-1848
10,Right,29,LT7Y-HF4,"Thomassen, Inger Marie",F,1843-06-22,1861,18,2 August 1861,"According the records we have in the Pioneer Database, Inger was 18 at the time of her death. ",https://history.churchofjesuschrist.org/chd/individual/inger-marie-thomasen-1843
10,Right,30,KWV9-696,"Thompson, Mouritz Christian",M,1858-12-16,1861,2,17 August 1861,,https://history.churchofjesuschrist.org/chd/individual/mouritz-christian-thompson-1858
13,Right,64,KWV3-8TR,"Thomsen, Ane Marie",F,1859-05-17,1863,4,11 July 1863,,https://history.churchofjesuschrist.org/chd/individual/ane-marie-thomsen-1859
13,Right,65,KWV5-25F,"Thoresen, Hans Ephraim",M,1862-12-12,1863,Infant,6 August 1863,,https://history.churchofjesuschrist.org/chd/individual/hans-ephraim-thoresen-1862
4,Left,25,KWVQ-HHP,"Thornock, Mary Ann",F,1850-11-27,1854,3,12 June 1854,,https://history.churchofjesuschrist.org/chd/individual/mary-ann-thornock-1850
4,Left,26,L21Y-THR,"Thornock, William",M,1846-06-20,1854,7,12 October 1854,May not have died en route. Death date not confirmed.,https://history.churchofjesuschrist.org/chd/individual/william-thornock-1846
16,Center,10,KL73-BXD,"Thorsen, Alvida Marie Helena Jensen",F,,,,,"DID NOT DIE ON TRAIL. She was never on the trail. She died at sea. As such, she is not represented in the pioneer database.  ",Not in BioDB
16,Center,11,K2X1-Z83,"Thorsted, Dorsine",F,1866-02-14,1868,1,24 October 1868,Discrepency between age of departure.,https://history.churchofjesuschrist.org/chd/individual/dorsine-thorsted-1866
1,Right,37,K8N7-Z7H,"Threlkel, Milton Howard ",M,About 1844,1846,2,11 August 1847,DID NOT DIE ON TRAIL. Died after reaching the Salt Lake Valley.,https://history.churchofjesuschrist.org/chd/individual/milton-howard-threlkel-1844
11,Left,20,LY5T-LBH,"Todd, Phillip",M,About 1856,1862,6,16 September 1862,,https://history.churchofjesuschrist.org/chd/individual/phillip-todd-1856
16,Center,12,MWHJ-MKX,"Toolson, Petter",M,1868-04-05,1868,Infant,1868,,https://history.churchofjesuschrist.org/chd/individual/petter-toolson-1868
13,Right,66,KWJF-795,"Torgersen, Frederick",M,1863-01-01,1863,Infant,1863,,https://history.churchofjesuschrist.org/chd/individual/frederick-torgersen-1863
11,Left,21,KWBB-C48,"Tucker, Annie Louise",F,1862-02-21,1862,Infant,29 September 1862,,https://history.churchofjesuschrist.org/chd/individual/annie-louise-tucker-1862
13,Right,67,L2L3-35G,"Tullidge, Mary Elizabeth",F,1861-12-20,1863,1,23 August 1863,,https://history.churchofjesuschrist.org/chd/individual/mary-elizabeth-tullidge-1861
7,Right,21,L1H9-C3K,"Turner, John",M,About 1844,1856,12,16 November 1856,,https://history.churchofjesuschrist.org/chd/individual/john-turner-1844
7,Right,22,L1H9-NP9,"Turner, Sophia",F,About 1842,1856,14,12 November 1856,,https://history.churchofjesuschrist.org/chd/individual/sophia-turner-1842
4,Left,27,KHP2-PB8,"Tuttle, Clara Malinda",F,1849-08-13,1854,4,23 June 1854,,https://history.churchofjesuschrist.org/chd/individual/clara-malinda-tuttle-1849
7,Right,23,KCTD-RCV,"Twelves, Brigham",M,1853-10-02,1856,2,11 August 1856,,https://history.churchofjesuschrist.org/chd/individual/brigham-twelves-1853
7,Right,24,2487-8W9,"Twelves, Charles Samuel",M,1842-06-08,1856,14,November 1856,,https://history.churchofjesuschrist.org/chd/individual/charles-samuel-twelves-1842
7,Right,25,K8D7-MZ8,"Twelves, Mary Jane",F,1856-06-27,1856,Infant,October 1856,,https://history.churchofjesuschrist.org/chd/individual/mary-jane-twelves-1856
2,Center,4,KWV9-WJY,"Vail, George Gamaliel",M,1850-01-06,1851,1,7 September 1851,May not have died on trail. He is buried in the Salt Lake City cemetery.,https://history.churchofjesuschrist.org/chd/individual/george-gamaliel-vail-1850
5,Left,11,KWVP-WWQ,"Vest, Mary Ann",F,,,,,NO EVIDENCE THAT SHE WAS EVER ON THE TRAIL. Is not represented in the database. She does not come up in any of the company records. ,Not in the BioDB
3,Left ,12,KWVL-7MP,"Vickers, Martha Ann",F,1852-02-04,1852,Infant,29 June 1852,,https://history.churchofjesuschrist.org/chd/individual/martha-ann-vickers-1852
